"fish" "day" "state" "sub"
"185" "35" 4 3 3
"186" "36" 4 NA NA
"187" "37" 4 NA NA
"188" "38" 4 NA NA
"189" "39" 4 NA NA
"190" "40" 4 NA NA
"191" "41" 4 1 2
"192" "42" 4 NA NA
"193" "43" 4 NA NA
"194" "44" 4 1 2
"195" "45" 4 NA NA
"196" "46" 4 NA NA
"197" "47" 4 NA NA
"198" "48" 4 NA NA
"199" "49" 4 NA NA
"200" "50" 4 2 3
"201" "1" 5 NA NA
"202" "2" 5 NA NA
"203" "3" 5 NA NA
"204" "4" 5 NA NA
"205" "5" 5 NA NA
"206" "6" 5 NA NA
"207" "7" 5 NA NA
"208" "8" 5 NA NA
"209" "9" 5 NA NA
"210" "10" 5 NA NA
"211" "11" 5 3 2
"212" "12" 5 3 1
"213" "13" 5 4 3
"214" "14" 5 NA NA
"215" "15" 5 5 2
"216" "16" 5 NA NA
"217" "17" 5 NA NA
"218" "18" 5 NA NA
"219" "19" 5 NA NA
"220" "20" 5 2 3
"221" "21" 5 2 3
"222" "22" 5 NA NA
"223" "23" 5 1 2
"224" "24" 5 NA NA
"225" "25" 5 3 2
"226" "26" 5 8 1
"227" "27" 5 NA NA
"228" "28" 5 NA NA
"229" "29" 5 4 3
"230" "30" 5 6 3
"231" "31" 5 5 3
"232" "32" 5 6 3
"233" "33" 5 2 2
"234" "34" 5 NA NA
"235" "35" 5 NA NA
"236" "36" 5 2 3
"237" "37" 5 2 2
"238" "38" 5 2 2
"239" "39" 5 NA NA
"240" "40" 5 NA NA
"241" "41" 5 4 1
"242" "42" 5 NA NA
"243" "43" 5 NA NA
"244" "44" 5 1 2
"245" "45" 5 NA NA
"246" "46" 5 NA NA
"247" "47" 5 NA NA
"248" "48" 5 NA NA
"249" "49" 5 1 2
"250" "50" 5 2 2
"251" "1" 6 NA NA
"252" "2" 6 NA NA
"253" "3" 6 NA NA
"254" "4" 6 NA NA
"255" "5" 6 1 2
"256" "6" 6 NA NA
"257" "7" 6 NA NA
"258" "8" 6 3 1
"259" "9" 6 NA NA
"260" "10" 6 1 2
"261" "11" 6 3 3
"262" "12" 6 NA NA
"263" "13" 6 NA NA
"264" "14" 6 NA NA
"265" "15" 6 NA NA
"266" "16" 6 3 2
"267" "17" 6 NA NA
"268" "18" 6 NA NA
"269" "19" 6 NA NA
"270" "20" 6 NA NA
"271" "21" 6 NA NA
"272" "22" 6 2 3
"273" "23" 6 2 3
"274" "24" 6 3 2
"275" "25" 6 NA NA
"276" "26" 6 NA NA
"277" "27" 6 1 2
"278" "28" 6 NA NA
"279" "29" 6 NA NA
"280" "30" 6 8 1
"281" "31" 6 NA NA
"282" "32" 6 5 2
"283" "33" 6 NA NA
"284" "34" 6 NA NA
"285" "35" 6 NA NA
"286" "36" 6 NA NA
"287" "37" 6 2 3
"288" "38" 6 NA NA
"289" "39" 6 1 2
"290" "40" 6 3 2
"291" "41" 6 3 3
"292" "42" 6 2 3
"293" "43" 6 2 3
"294" "44" 6 NA NA
"295" "45" 6 NA NA
"296" "46" 6 NA NA
"297" "47" 6 NA NA
"298" "48" 6 NA NA
"299" "49" 6 NA NA
"300" "50" 6 NA NA
"301" "1" 7 NA NA
"302" "2" 7 8 1
"303" "3" 7 NA NA
"304" "4" 7 NA NA
"305" "5" 7 NA NA
"306" "6" 7 NA NA
"307" "7" 7 4 3
"308" "8" 7 NA NA
"309" "9" 7 NA NA
"310" "10" 7 NA NA
"311" "11" 7 NA NA
"312" "12" 7 NA NA
"313" "13" 7 5 3
"314" "14" 7 NA NA
"315" "15" 7 NA NA
"316" "16" 7 NA NA
"317" "17" 7 NA NA
"318" "18" 7 NA NA
"319" "19" 7 NA NA
"320" "20" 7 1 2
"321" "21" 7 NA NA
"322" "22" 7 NA NA
"323" "23" 7 NA NA
"324" "24" 7 3 3
"325" "25" 7 3 1
"326" "26" 7 NA NA
"327" "27" 7 NA NA
"328" "28" 7 6 3
"329" "29" 7 NA NA
"330" "30" 7 NA NA
"331" "31" 7 NA NA
"332" "32" 7 NA NA
"333" "33" 7 NA NA
"334" "34" 7 7 1
"335" "35" 7 NA NA
"336" "36" 7 NA NA
"337" "37" 7 NA NA
"338" "38" 7 NA NA
"339" "39" 7 NA NA
"340" "40" 7 NA NA
"341" "41" 7 NA NA
"342" "42" 7 2 3
"343" "43" 7 2 3
"344" "44" 7 1 2
"345" "45" 7 NA NA
"346" "46" 7 NA NA
"347" "47" 7 NA NA
"348" "48" 7 NA NA
"349" "49" 7 NA NA
"350" "50" 7 NA NA
"351" "1" 8 NA NA
"352" "2" 8 7 1
"353" "3" 8 NA NA
"354" "4" 8 NA NA
"355" "5" 8 NA NA
"356" "6" 8 3 2
"357" "7" 8 NA NA
"358" "8" 8 NA NA
"359" "9" 8 NA NA
"360" "10" 8 NA NA
"361" "11" 8 NA NA
"362" "12" 8 NA NA
"363" "13" 8 NA NA
"364" "14" 8 NA NA
"365" "15" 8 5 2
"366" "16" 8 NA NA
"367" "17" 8 NA NA
"368" "18" 8 NA NA
"369" "19" 8 1 2
"370" "20" 8 NA NA
"371" "21" 8 NA NA
"372" "22" 8 NA NA
"373" "23" 8 NA NA
"374" "24" 8 NA NA
"375" "25" 8 NA NA
"376" "26" 8 6 3
"377" "27" 8 1 3
"378" "28" 8 8 1
"379" "29" 8 NA NA
"380" "30" 8 NA NA
"381" "31" 8 NA NA
"382" "32" 8 5 3
"383" "33" 8 3 1
"384" "34" 8 6 3
"385" "35" 8 3 2
"386" "36" 8 NA NA
"387" "37" 8 5 2
"388" "38" 8 3 2
"389" "39" 8 NA NA
"390" "40" 8 NA NA
"391" "41" 8 NA NA
"392" "42" 8 NA NA
"393" "43" 8 2 3
"394" "44" 8 1 2
"395" "45" 8 4 3
"396" "46" 8 NA NA
"397" "47" 8 1 2
"398" "48" 8 NA NA
"399" "49" 8 1 2
"400" "50" 8 NA NA
"401" "1" 9 NA NA
"402" "2" 9 NA NA
"403" "3" 9 NA NA
"404" "4" 9 1 2
"405" "5" 9 NA NA
"406" "6" 9 NA NA
"407" "7" 9 7 1
"408" "8" 9 NA NA
"409" "9" 9 NA NA
"410" "10" 9 NA NA
"411" "11" 9 NA NA
"412" "12" 9 1 2
"413" "13" 9 NA NA
"414" "14" 9 4 2
"415" "15" 9 NA NA
"416" "16" 9 NA NA
"417" "17" 9 NA NA
"418" "18" 9 NA NA
"419" "19" 9 1 2
"420" "20" 9 1 2
"421" "21" 9 1 2
"422" "22" 9 3 1
"423" "23" 9 5 3
"424" "24" 9 NA NA
"425" "25" 9 NA NA
"426" "26" 9 NA NA
"427" "27" 9 NA NA
"428" "28" 9 NA NA
"429" "29" 9 3 1
"430" "30" 9 NA NA
"431" "31" 9 NA NA
"432" "32" 9 5 3
"433" "33" 9 NA NA
"434" "34" 9 6 3
"435" "35" 9 NA NA
"436" "36" 9 NA NA
"437" "37" 9 6 3
"438" "38" 9 NA NA
"439" "39" 9 NA NA
"440" "40" 9 3 1
"441" "41" 9 3 3
"442" "42" 9 4 3
"443" "43" 9 NA NA
"444" "44" 9 NA NA
"445" "45" 9 NA NA
"446" "46" 9 NA NA
"447" "47" 9 NA NA
"448" "48" 9 NA NA
"449" "49" 9 3 3
"450" "50" 9 3 2
"451" "1" 10 NA NA
"452" "2" 10 NA NA
"453" "3" 10 NA NA
"454" "4" 10 NA NA
"455" "5" 10 NA NA
"456" "6" 10 NA NA
"457" "7" 10 NA NA
"458" "8" 10 NA NA
"459" "9" 10 NA NA
"460" "10" 10 NA NA
"461" "11" 10 NA NA
"462" "12" 10 NA NA
"463" "13" 10 NA NA
"464" "14" 10 NA NA
"465" "15" 10 8 1
"466" "16" 10 NA NA
"467" "17" 10 NA NA
"468" "18" 10 4 3
"469" "19" 10 NA NA
"470" "20" 10 NA NA
"471" "21" 10 NA NA
"472" "22" 10 2 3
"473" "23" 10 NA NA
"474" "24" 10 NA NA
"475" "25" 10 NA NA
"476" "26" 10 NA NA
"477" "27" 10 1 2
"478" "28" 10 NA NA
"479" "29" 10 NA NA
"480" "30" 10 NA NA
"481" "31" 10 NA NA
"482" "32" 10 NA NA
"483" "33" 10 NA NA
"484" "34" 10 NA NA
"485" "35" 10 NA NA
"486" "36" 10 NA NA
"487" "37" 10 NA NA
"488" "38" 10 NA NA
"489" "39" 10 NA NA
"490" "40" 10 NA NA
"491" "41" 10 3 3
"492" "42" 10 5 3
"493" "43" 10 2 2
"494" "44" 10 NA NA
"495" "45" 10 NA NA
"496" "46" 10 NA NA
"497" "47" 10 2 3
"498" "48" 10 4 3
"499" "49" 10 NA NA
"500" "50" 10 NA NA
"501" "1" 11 NA NA
"502" "2" 11 NA NA
"503" "3" 11 6 3
"504" "4" 11 NA NA
"505" "5" 11 5 3
"506" "6" 11 NA NA
"507" "7" 11 NA NA
"508" "8" 11 NA NA
"509" "9" 11 NA NA
"510" "10" 11 NA NA
"511" "11" 11 NA NA
"512" "12" 11 4 2
"513" "13" 11 NA NA
"514" "14" 11 4 1
"515" "15" 11 6 3
"516" "16" 11 NA NA
"517" "17" 11 NA NA
"518" "18" 11 NA NA
"519" "19" 11 NA NA
"520" "20" 11 1 2
"521" "21" 11 NA NA
"522" "22" 11 NA NA
"523" "23" 11 NA NA
"524" "24" 11 NA NA
"525" "25" 11 NA NA
"526" "26" 11 6 3
"527" "27" 11 NA NA
"528" "28" 11 NA NA
"529" "29" 11 NA NA
"530" "30" 11 NA NA
"531" "31" 11 6 3
"532" "32" 11 NA NA
"533" "33" 11 NA NA
"534" "34" 11 NA NA
"535" "35" 11 1 2
"536" "36" 11 8 1
"537" "37" 11 7 1
"538" "38" 11 NA NA
"539" "39" 11 1 2
"540" "40" 11 NA NA
"541" "41" 11 3 3
"542" "42" 11 5 3
"543" "43" 11 2 3
"544" "44" 11 4 3
"545" "45" 11 NA NA
"546" "46" 11 NA NA
"547" "47" 11 NA NA
"548" "48" 11 NA NA
"549" "49" 11 NA NA
"550" "50" 11 NA NA
"551" "1" 12 NA NA
"552" "2" 12 8 1
"553" "3" 12 NA NA
"554" "4" 12 3 2
"555" "5" 12 NA NA
"556" "6" 12 7 1
"557" "7" 12 NA NA
"558" "8" 12 NA NA
"559" "9" 12 4 1
"560" "10" 12 NA NA
"561" "11" 12 NA NA
"562" "12" 12 4 3
"563" "13" 12 8 1
"564" "14" 12 6 3
"565" "15" 12 7 1
"566" "16" 12 NA NA
"567" "17" 12 NA NA
"568" "18" 12 NA NA
"569" "19" 12 NA NA
"570" "20" 12 3 3
"571" "21" 12 NA NA
"572" "22" 12 3 1
"573" "23" 12 NA NA
"574" "24" 12 NA NA
"575" "25" 12 NA NA
"576" "26" 12 5 3
"577" "27" 12 3 3
"578" "28" 12 NA NA
"579" "29" 12 3 2
"580" "30" 12 NA NA
"581" "31" 12 6 3
"582" "32" 12 4 2
"583" "33" 12 NA NA
"584" "34" 12 NA NA
"585" "35" 12 NA NA
"586" "36" 12 NA NA
"587" "37" 12 8 1
"588" "38" 12 2 3
"589" "39" 12 NA NA
"590" "40" 12 NA NA
"591" "41" 12 NA NA
"592" "42" 12 NA NA
"593" "43" 12 3 2
"594" "44" 12 4 1
"595" "45" 12 8 3
"596" "46" 12 7 1
"597" "47" 12 NA NA
"598" "48" 12 NA NA
"599" "49" 12 2 3
"600" "50" 12 1 2
"601" "1" 13 NA NA
"602" "2" 13 NA NA
"603" "3" 13 NA NA
"604" "4" 13 NA NA
"605" "5" 13 NA NA
"606" "6" 13 9 2
"607" "7" 13 NA NA
"608" "8" 13 NA NA
"609" "9" 13 4 2
"610" "10" 13 NA NA
"611" "11" 13 NA NA
"612" "12" 13 NA NA
"613" "13" 13 NA NA
"614" "14" 13 NA NA
"615" "15" 13 NA NA
"616" "16" 13 NA NA
"617" "17" 13 NA NA
"618" "18" 13 NA NA
"619" "19" 13 NA NA
"620" "20" 13 NA NA
"621" "21" 13 NA NA
"622" "22" 13 NA NA
"623" "23" 13 6 3
"624" "24" 13 NA NA
"625" "25" 13 NA NA
"626" "26" 13 5 2
"627" "27" 13 3 1
"628" "28" 13 NA NA
"629" "29" 13 NA NA
"630" "30" 13 NA NA
"631" "31" 13 NA NA
"632" "32" 13 3 1
"633" "33" 13 NA NA
"634" "34" 13 6 3
"635" "35" 13 3 1
"636" "36" 13 NA NA
"637" "37" 13 NA NA
"638" "38" 13 NA NA
"639" "39" 13 NA NA
"640" "40" 13 NA NA
"641" "41" 13 NA NA
"642" "42" 13 8 1
"643" "43" 13 NA NA
"644" "44" 13 NA NA
"645" "45" 13 NA NA
"646" "46" 13 NA NA
"647" "47" 13 2 3
"648" "48" 13 NA NA
"649" "49" 13 4 1
"650" "50" 13 NA NA
"651" "1" 14 NA NA
"652" "2" 14 NA NA
"653" "3" 14 NA NA
"654" "4" 14 3 3
"655" "5" 14 NA NA
"656" "6" 14 NA NA
"657" "7" 14 NA NA
"658" "8" 14 9 2
"659" "9" 14 NA NA
"660" "10" 14 2 3
"661" "11" 14 5 2
"662" "12" 14 3 1
"663" "13" 14 8 1
"664" "14" 14 6 3
"665" "15" 14 7 1
"666" "16" 14 6 3
"667" "17" 14 NA NA
"668" "18" 14 NA NA
"669" "19" 14 NA NA
"670" "20" 14 NA NA
"671" "21" 14 NA NA
"672" "22" 14 NA NA
"673" "23" 14 NA NA
"674" "24" 14 NA NA
"675" "25" 14 NA NA
"676" "26" 14 NA NA
"677" "27" 14 NA NA
"678" "28" 14 NA NA
"679" "29" 14 NA NA
"680" "30" 14 5 2
"681" "31" 14 7 1
"682" "32" 14 1 2
"683" "33" 14 NA NA
"684" "34" 14 7 1
"685" "35" 14 3 2
"686" "36" 14 NA NA
"687" "37" 14 8 3
"688" "38" 14 NA NA
"689" "39" 14 3 2
"690" "40" 14 NA NA
"691" "41" 14 NA NA
"692" "42" 14 7 2
"693" "43" 14 NA NA
"694" "44" 14 NA NA
"695" "45" 14 NA NA
"696" "46" 14 NA NA
"697" "47" 14 NA NA
"698" "48" 14 NA NA
"699" "49" 14 NA NA
"700" "50" 14 3 2
"701" "1" 15 NA NA
"702" "2" 15 NA NA
"703" "3" 15 9 2
"704" "4" 15 NA NA
"705" "5" 15 NA NA
"706" "6" 15 NA NA
"707" "7" 15 NA NA
"708" "8" 15 NA NA
"709" "9" 15 4 1
"710" "10" 15 NA NA
"711" "11" 15 NA NA
"712" "12" 15 NA NA
"713" "13" 15 NA NA
"714" "14" 15 7 2
"715" "15" 15 8 1
"716" "16" 15 NA NA
"717" "17" 15 NA NA
"718" "18" 15 NA NA
"719" "19" 15 NA NA
"720" "20" 15 NA NA
"721" "21" 15 NA NA
"722" "22" 15 NA NA
"723" "23" 15 NA NA
"724" "24" 15 NA NA
"725" "25" 15 NA NA
"726" "26" 15 NA NA
"727" "27" 15 NA NA
"728" "28" 15 NA NA
"729" "29" 15 NA NA
"730" "30" 15 NA NA
"731" "31" 15 NA NA
"732" "32" 15 NA NA
"733" "33" 15 6 3
"734" "34" 15 NA NA
"735" "35" 15 NA NA
"736" "36" 15 NA NA
"737" "37" 15 NA NA
"738" "38" 15 NA NA
"739" "39" 15 2 3
"740" "40" 15 2 3
"741" "41" 15 2 3
"742" "42" 15 NA NA
"743" "43" 15 NA NA
"744" "44" 15 NA NA
"745" "45" 15 8 1
"746" "46" 15 NA NA
"747" "47" 15 NA NA
"748" "48" 15 NA NA
"749" "49" 15 5 2
"750" "50" 15 2 3
"751" "1" 16 NA NA
"752" "2" 16 NA NA
"753" "3" 16 NA NA
"754" "4" 16 6 3
"755" "5" 16 8 1
"756" "6" 16 NA NA
"757" "7" 16 NA NA
"758" "8" 16 7 2
"759" "9" 16 NA NA
"760" "10" 16 NA NA
"761" "11" 16 NA NA
"762" "12" 16 2 1
"763" "13" 16 NA NA
"764" "14" 16 NA NA
"765" "15" 16 8 1
"766" "16" 16 NA NA
"767" "17" 16 NA NA
"768" "18" 16 NA NA
"769" "19" 16 NA NA
"770" "20" 16 NA NA
"771" "21" 16 NA NA
"772" "22" 16 4 2
"773" "23" 16 NA NA
"774" "24" 16 NA NA
"775" "25" 16 NA NA
"776" "26" 16 NA NA
"777" "27" 16 NA NA
"778" "28" 16 NA NA
"779" "29" 16 3 2
"780" "30" 16 7 1
"781" "31" 16 NA NA
"782" "32" 16 NA NA
"783" "33" 16 NA NA
"784" "34" 16 NA NA
"785" "35" 16 NA NA
"786" "36" 16 NA NA
"787" "37" 16 8 1
"788" "38" 16 NA NA
"789" "39" 16 NA NA
"790" "40" 16 NA NA
"791" "41" 16 NA NA
"792" "42" 16 NA NA
"793" "43" 16 2 2
"794" "44" 16 NA NA
"795" "45" 16 6 3
"796" "46" 16 NA NA
"797" "47" 16 1 2
"798" "48" 16 NA NA
"799" "49" 16 NA NA
"800" "50" 16 NA NA
"801" "1" 17 NA NA
"802" "2" 17 6 3
"803" "3" 17 NA NA
"804" "4" 17 NA NA
"805" "5" 17 NA NA
"806" "6" 17 NA NA
"807" "7" 17 6 3
"808" "8" 17 8 3
"809" "9" 17 NA NA
"810" "10" 17 4 3
"811" "11" 17 NA NA
"812" "12" 17 NA NA
"813" "13" 17 NA NA
"814" "14" 17 NA NA
"815" "15" 17 NA NA
"816" "16" 17 5 3
"817" "17" 17 NA NA
"818" "18" 17 7 1
"819" "19" 17 5 2
"820" "20" 17 NA NA
"821" "21" 17 NA NA
"822" "22" 17 NA NA
"823" "23" 17 6 3
"824" "24" 17 4 1
"825" "25" 17 NA NA
"826" "26" 17 NA NA
"827" "27" 17 NA NA
"828" "28" 17 NA NA
"829" "29" 17 2 2
"830" "30" 17 NA NA
"831" "31" 17 NA NA
"832" "32" 17 NA NA
"833" "33" 17 NA NA
"834" "34" 17 NA NA
"835" "35" 17 NA NA
"836" "36" 17 NA NA
"837" "37" 17 8 1
"838" "38" 17 NA NA
"839" "39" 17 NA NA
"840" "40" 17 NA NA
"841" "41" 17 1 2
"842" "42" 17 NA NA
"843" "43" 17 NA NA
"844" "44" 17 NA NA
"845" "45" 17 NA NA
"846" "46" 17 NA NA
"847" "47" 17 4 2
"848" "48" 17 7 2
"849" "49" 17 7 1
"850" "50" 17 2 3
"851" "1" 18 NA NA
"852" "2" 18 NA NA
"853" "3" 18 9 2
"854" "4" 18 NA NA
"855" "5" 18 NA NA
"856" "6" 18 NA NA
"857" "7" 18 NA NA
"858" "8" 18 NA NA
"859" "9" 18 5 2
"860" "10" 18 4 3
"861" "11" 18 NA NA
"862" "12" 18 NA NA
"863" "13" 18 NA NA
"864" "14" 18 NA NA
"865" "15" 18 NA NA
"866" "16" 18 5 3
"867" "17" 18 NA NA
"868" "18" 18 NA NA
"869" "19" 18 NA NA
"870" "20" 18 NA NA
"871" "21" 18 NA NA
"872" "22" 18 NA NA
"873" "23" 18 6 3
"874" "24" 18 NA NA
"875" "25" 18 NA NA
"876" "26" 18 NA NA
"877" "27" 18 NA NA
"878" "28" 18 NA NA
"879" "29" 18 2 3
"880" "30" 18 8 1
"881" "31" 18 NA NA
"882" "32" 18 1 2
"883" "33" 18 NA NA
"884" "34" 18 NA NA
"885" "35" 18 3 2
"886" "36" 18 7 1
"887" "37" 18 NA NA
"888" "38" 18 2 2
"889" "39" 18 NA NA
"890" "40" 18 NA NA
"891" "41" 18 NA NA
"892" "42" 18 NA NA
"893" "43" 18 3 1
"894" "44" 18 NA NA
"895" "45" 18 NA NA
"896" "46" 18 NA NA
"897" "47" 18 4 3
"898" "48" 18 NA NA
"899" "49" 18 NA NA
"900" "50" 18 NA NA
"901" "1" 19 NA NA
"902" "2" 19 NA NA
"903" "3" 19 NA NA
"904" "4" 19 NA NA
"905" "5" 19 NA NA
"906" "6" 19 NA NA
"907" "7" 19 NA NA
"908" "8" 19 NA NA
"909" "9" 19 NA NA
"910" "10" 19 3 2
"911" "11" 19 NA NA
"912" "12" 19 1 2
"913" "13" 19 NA NA
"914" "14" 19 NA NA
"915" "15" 19 NA NA
"916" "16" 19 NA NA
"917" "17" 19 NA NA
"918" "18" 19 NA NA
"919" "19" 19 5 3
"920" "20" 19 5 2
"921" "21" 19 2 3
"922" "22" 19 NA NA
"923" "23" 19 NA NA
"924" "24" 19 NA NA
"925" "25" 19 NA NA
"926" "26" 19 7 2
"927" "27" 19 NA NA
"928" "28" 19 6 3
"929" "29" 19 1 2
"930" "30" 19 6 3
"931" "31" 19 7 1
"932" "32" 19 NA NA
"933" "33" 19 NA NA
"934" "34" 19 NA NA
"935" "35" 19 2 3
"936" "36" 19 NA NA
"937" "37" 19 NA NA
"938" "38" 19 3 3
"939" "39" 19 NA NA
"940" "40" 19 NA NA
"941" "41" 19 1 2
"942" "42" 19 NA NA
"943" "43" 19 3 3
"944" "44" 19 7 1
"945" "45" 19 5 2
"946" "46" 19 10 1
"947" "47" 19 NA NA
"948" "48" 19 8 1
"949" "49" 19 9 2
"950" "50" 19 NA NA
"951" "1" 20 2 2
"952" "2" 20 7 1
"953" "3" 20 NA NA
"954" "4" 20 7 2
"955" "5" 20 NA NA
"956" "6" 20 NA NA
"957" "7" 20 NA NA
"958" "8" 20 NA NA
"959" "9" 20 NA NA
"960" "10" 20 5 3
"961" "11" 20 NA NA
"962" "12" 20 NA NA
"963" "13" 20 8 1
"964" "14" 20 7 2
"965" "15" 20 NA NA
"966" "16" 20 NA NA
"967" "17" 20 NA NA
"968" "18" 20 6 3
"969" "19" 20 5 3
"970" "20" 20 4 1
"971" "21" 20 NA NA
"972" "22" 20 NA NA
"973" "23" 20 NA NA
"974" "24" 20 5 3
"975" "25" 20 NA NA
"976" "26" 20 7 1
"977" "27" 20 NA NA
"978" "28" 20 NA NA
"979" "29" 20 NA NA
"980" "30" 20 6 3
"981" "31" 20 NA NA
"982" "32" 20 3 2
"983" "33" 20 6 3
"984" "34" 20 5 3
"985" "35" 20 NA NA
"986" "36" 20 NA NA
"987" "37" 20 9 2
"988" "38" 20 5 2
"989" "39" 20 NA NA
"990" "40" 20 NA NA
"991" "41" 20 NA NA
"992" "42" 20 9 3
"993" "43" 20 NA NA
"994" "44" 20 NA NA
"995" "45" 20 4 1
"996" "46" 20 7 2
"997" "47" 20 6 3
"998" "48" 20 NA NA
"999" "49" 20 NA NA
"1000" "50" 20 NA NA
"1001" "1" 21 4 2
"1002" "2" 21 NA NA
"1003" "3" 21 9 2
"1004" "4" 21 NA NA
"1005" "5" 21 NA NA
"1006" "6" 21 8 1
"1007" "7" 21 4 3
"1008" "8" 21 6 3
"1009" "9" 21 NA NA
"1010" "10" 21 NA NA
"1011" "11" 21 NA NA
"1012" "12" 21 NA NA
"1013" "13" 21 NA NA
"1014" "14" 21 NA NA
"1015" "15" 21 8 1
"1016" "16" 21 NA NA
"1017" "17" 21 NA NA
"1018" "18" 21 NA NA
"1019" "19" 21 5 2
